material-L1,material-L2,phase,stream,idealStream,stratum,kgPerHhPerWk
Garden waste,Soil,1,recycling bin,recycling site,urban £,0.0
Garden waste,Soil,1,recycling bin,recycling site,urban ££,0.0
Garden waste,Soil,1,recycling bin,recycling site,urban £££,0.0
Garden waste,Soil,1,recycling bin,recycling site,rural £/££,0.0
Garden waste,Soil,1,recycling bin,recycling site,rural £££,0.0
Garden waste,Soil,2,grey bin,recycling site,urban £,0.16122448979591839
Garden waste,Soil,2,grey bin,recycling site,urban ££,0.0
Garden waste,Soil,2,grey bin,recycling site,urban £££,0.0
Garden waste,Soil,2,grey bin,recycling site,rural £/££,0.0
Garden waste,Soil,2,grey bin,recycling site,rural £££,0.022448979591836737
Garden waste,Soil,2,recycling bin,recycling site,urban £,0.0
Garden waste,Soil,2,recycling bin,recycling site,urban ££,0.0
Garden waste,Soil,2,recycling bin,recycling site,urban £££,0.0
Garden waste,Soil,2,recycling bin,recycling site,rural £/££,0.0
Garden waste,Soil,2,recycling bin,recycling site,rural £££,0.0
Food wastes,Avoidable food waste,1,grey bin,food&garden ?,urban £,0.956
Food wastes,Avoidable food waste,1,grey bin,food&garden ?,urban ££,1.2216216216216218
Food wastes,Avoidable food waste,1,grey bin,food&garden ?,urban £££,0.5191489361702127
Food wastes,Avoidable food waste,1,grey bin,food&garden ?,rural £/££,0.8961538461538462
Food wastes,Avoidable food waste,1,grey bin,food&garden ?,rural £££,1.0607843137254902
Food wastes,Avoidable food waste,1,recycling bin,food&garden ?,urban £,0.0
Food wastes,Avoidable food waste,1,recycling bin,food&garden ?,urban ££,0.0
Food wastes,Avoidable food waste,1,recycling bin,food&garden ?,urban £££,0.036170212765957444
Food wastes,Avoidable food waste,1,recycling bin,food&garden ?,rural £/££,0.0
Food wastes,Avoidable food waste,1,recycling bin,food&garden ?,rural £££,0.0
Food wastes,Avoidable food waste,2,grey bin,food&garden ?,urban £,1.5428571428571427
Food wastes,Avoidable food waste,2,grey bin,food&garden ?,urban ££,1.418421052631579
Food wastes,Avoidable food waste,2,grey bin,food&garden ?,urban £££,0.7759999999999999
Food wastes,Avoidable food waste,2,grey bin,food&garden ?,rural £/££,0.8244897959183674
Food wastes,Avoidable food waste,2,grey bin,food&garden ?,rural £££,0.8469387755102041
Food wastes,Avoidable food waste,2,recycling bin,food&garden ?,urban £,0.0020408163265306124
Food wastes,Avoidable food waste,2,recycling bin,food&garden ?,urban ££,0.002631578947368421
Food wastes,Avoidable food waste,2,recycling bin,food&garden ?,urban £££,0.016
Food wastes,Avoidable food waste,2,recycling bin,food&garden ?,rural £/££,0.03469387755102041
Food wastes,Avoidable food waste,2,recycling bin,food&garden ?,rural £££,0.01020408163265306
Food wastes,Unavoidable food waste,1,grey bin,food&garden ?,urban £,1.54
Food wastes,Unavoidable food waste,1,grey bin,food&garden ?,urban ££,1.364864864864865
Food wastes,Unavoidable food waste,1,grey bin,food&garden ?,urban £££,0.7872340425531915
Food wastes,Unavoidable food waste,1,grey bin,food&garden ?,rural £/££,0.8730769230769231
Food wastes,Unavoidable food waste,1,grey bin,food&garden ?,rural £££,1.3372549019607844
Food wastes,Unavoidable food waste,1,recycling bin,food&garden ?,urban £,0.03
Food wastes,Unavoidable food waste,1,recycling bin,food&garden ?,urban ££,0.04864864864864865
Food wastes,Unavoidable food waste,1,recycling bin,food&garden ?,urban £££,0.0
Food wastes,Unavoidable food waste,1,recycling bin,food&garden ?,rural £/££,0.009615384615384616
Food wastes,Unavoidable food waste,1,recycling bin,food&garden ?,rural £££,0.0
Food wastes,Unavoidable food waste,2,grey bin,food&garden ?,urban £,1.3204081632653062
Food wastes,Unavoidable food waste,2,grey bin,food&garden ?,urban ££,0.9184210526315791
Food wastes,Unavoidable food waste,2,grey bin,food&garden ?,urban £££,0.9620000000000001
Food wastes,Unavoidable food waste,2,grey bin,food&garden ?,rural £/££,0.889795918367347
Food wastes,Unavoidable food waste,2,grey bin,food&garden ?,rural £££,1.4591836734693877
Food wastes,Unavoidable food waste,2,recycling bin,food&garden ?,urban £,0.0
Food wastes,Unavoidable food waste,2,recycling bin,food&garden ?,urban ££,0.018421052631578946
Food wastes,Unavoidable food waste,2,recycling bin,food&garden ?,urban £££,0.0
Food wastes,Unavoidable food waste,2,recycling bin,food&garden ?,rural £/££,0.0326530612244898
Food wastes,Unavoidable food waste,2,recycling bin,food&garden ?,rural £££,0.0
Food wastes,Cooking oil/fats,1,grey bin,recycling site,urban £,0.0
Food wastes,Cooking oil/fats,1,grey bin,recycling site,urban ££,0.002702702702702703
Food wastes,Cooking oil/fats,1,grey bin,recycling site,urban £££,0.0
Food wastes,Cooking oil/fats,1,grey bin,recycling site,rural £/££,0.0
Food wastes,Cooking oil/fats,1,grey bin,recycling site,rural £££,0.0
Food wastes,Cooking oil/fats,1,recycling bin,recycling site,urban £,0.0
Food wastes,Cooking oil/fats,1,recycling bin,recycling site,urban ££,0.0
Food wastes,Cooking oil/fats,1,recycling bin,recycling site,urban £££,0.0
Food wastes,Cooking oil/fats,1,recycling bin,recycling site,rural £/££,0.0
Food wastes,Cooking oil/fats,1,recycling bin,recycling site,rural £££,0.0
Food wastes,Cooking oil/fats,2,grey bin,recycling site,urban £,0.014285714285714285
Food wastes,Cooking oil/fats,2,grey bin,recycling site,urban ££,0.005263157894736842
Food wastes,Cooking oil/fats,2,grey bin,recycling site,urban £££,0.012
Food wastes,Cooking oil/fats,2,grey bin,recycling site,rural £/££,0.00816326530612245
Food wastes,Cooking oil/fats,2,grey bin,recycling site,rural £££,0.0
Food wastes,Cooking oil/fats,2,recycling bin,recycling site,urban £,0.0
Food wastes,Cooking oil/fats,2,recycling bin,recycling site,urban ££,0.0
Food wastes,Cooking oil/fats,2,recycling bin,recycling site,urban £££,0.0
Food wastes,Cooking oil/fats,2,recycling bin,recycling site,rural £/££,0.0
Food wastes,Cooking oil/fats,2,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,1,grey bin,recycling site,urban £,0.012
Wood wastes - non-furniture and garden waste,Wood - treated,1,grey bin,recycling site,urban ££,0.016216216216216217
Wood wastes - non-furniture and garden waste,Wood - treated,1,grey bin,recycling site,urban £££,0.0425531914893617
Wood wastes - non-furniture and garden waste,Wood - treated,1,grey bin,recycling site,rural £/££,0.011538461538461537
Wood wastes - non-furniture and garden waste,Wood - treated,1,grey bin,recycling site,rural £££,0.0058823529411764705
Wood wastes - non-furniture and garden waste,Wood - treated,1,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,1,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,1,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,1,recycling bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,1,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,2,grey bin,recycling site,urban £,0.08979591836734695
Wood wastes - non-furniture and garden waste,Wood - treated,2,grey bin,recycling site,urban ££,0.05526315789473685
Wood wastes - non-furniture and garden waste,Wood - treated,2,grey bin,recycling site,urban £££,0.036000000000000004
Wood wastes - non-furniture and garden waste,Wood - treated,2,grey bin,recycling site,rural £/££,0.06326530612244897
Wood wastes - non-furniture and garden waste,Wood - treated,2,grey bin,recycling site,rural £££,0.030612244897959183
Wood wastes - non-furniture and garden waste,Wood - treated,2,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,2,recycling bin,recycling site,urban ££,0.002631578947368421
Wood wastes - non-furniture and garden waste,Wood - treated,2,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Wood - treated,2,recycling bin,recycling site,rural £/££,0.022448979591836737
Wood wastes - non-furniture and garden waste,Wood - treated,2,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,grey bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,grey bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,grey bin,recycling site,urban £££,0.02127659574468085
Wood wastes - non-furniture and garden waste,Wood - untreated,1,grey bin,recycling site,rural £/££,0.019230769230769232
Wood wastes - non-furniture and garden waste,Wood - untreated,1,grey bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,recycling bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,1,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,2,grey bin,recycling site,urban £,0.07346938775510205
Wood wastes - non-furniture and garden waste,Wood - untreated,2,grey bin,recycling site,urban ££,0.042105263157894736
Wood wastes - non-furniture and garden waste,Wood - untreated,2,grey bin,recycling site,urban £££,0.07400000000000001
Wood wastes - non-furniture and garden waste,Wood - untreated,2,grey bin,recycling site,rural £/££,0.01020408163265306
Wood wastes - non-furniture and garden waste,Wood - untreated,2,grey bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,2,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,2,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,2,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Wood - untreated,2,recycling bin,recycling site,rural £/££,0.0020408163265306124
Wood wastes - non-furniture and garden waste,Wood - untreated,2,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,grey bin,recycling site,urban £,0.013999999999999999
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,grey bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,grey bin,recycling site,urban £££,0.002127659574468085
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,grey bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,grey bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,recycling bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,1,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,grey bin,recycling site,urban £,0.00816326530612245
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,grey bin,recycling site,urban ££,0.005263157894736842
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,grey bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,grey bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,grey bin,recycling site,rural £££,0.061224489795918366
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,recycling bin,recycling site,urban £££,0.004
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,recycling bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Chipboard and mdf,2,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,grey bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,grey bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,grey bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,grey bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,grey bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,recycling bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,1,recycling bin,recycling site,rural £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,grey bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,grey bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,grey bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,grey bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,grey bin,recycling site,rural £££,0.0673469387755102
Wood wastes - non-furniture and garden waste,Composite wood materials,2,recycling bin,recycling site,urban £,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,recycling bin,recycling site,urban ££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,recycling bin,recycling site,urban £££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,recycling bin,recycling site,rural £/££,0.0
Wood wastes - non-furniture and garden waste,Composite wood materials,2,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Large Domestic App,1,grey bin,recycling site,urban £,0.0
WEEE,WEEE - Large Domestic App,1,grey bin,recycling site,urban ££,0.0
WEEE,WEEE - Large Domestic App,1,grey bin,recycling site,urban £££,0.010638297872340425
WEEE,WEEE - Large Domestic App,1,grey bin,recycling site,rural £/££,0.0
WEEE,WEEE - Large Domestic App,1,grey bin,recycling site,rural £££,0.0
WEEE,WEEE - Large Domestic App,1,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Large Domestic App,1,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Large Domestic App,1,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Large Domestic App,1,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Large Domestic App,1,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Large Domestic App,2,grey bin,recycling site,urban £,0.05102040816326531
WEEE,WEEE - Large Domestic App,2,grey bin,recycling site,urban ££,0.07631578947368421
WEEE,WEEE - Large Domestic App,2,grey bin,recycling site,urban £££,0.0
WEEE,WEEE - Large Domestic App,2,grey bin,recycling site,rural £/££,0.05102040816326531
WEEE,WEEE - Large Domestic App,2,grey bin,recycling site,rural £££,0.0
WEEE,WEEE - Large Domestic App,2,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Large Domestic App,2,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Large Domestic App,2,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Large Domestic App,2,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Large Domestic App,2,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Small Domestic App,1,grey bin,recycling site,urban £,0.11
WEEE,WEEE - Small Domestic App,1,grey bin,recycling site,urban ££,0.0013513513513513514
WEEE,WEEE - Small Domestic App,1,grey bin,recycling site,urban £££,0.01276595744680851
WEEE,WEEE - Small Domestic App,1,grey bin,recycling site,rural £/££,0.023076923076923075
WEEE,WEEE - Small Domestic App,1,grey bin,recycling site,rural £££,0.025490196078431372
WEEE,WEEE - Small Domestic App,1,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Small Domestic App,1,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Small Domestic App,1,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Small Domestic App,1,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Small Domestic App,1,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Small Domestic App,2,grey bin,recycling site,urban £,0.13877551020408163
WEEE,WEEE - Small Domestic App,2,grey bin,recycling site,urban ££,0.021052631578947368
WEEE,WEEE - Small Domestic App,2,grey bin,recycling site,urban £££,0.016
WEEE,WEEE - Small Domestic App,2,grey bin,recycling site,rural £/££,0.022448979591836737
WEEE,WEEE - Small Domestic App,2,grey bin,recycling site,rural £££,0.046938775510204075
WEEE,WEEE - Small Domestic App,2,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Small Domestic App,2,recycling bin,recycling site,urban ££,0.013157894736842105
WEEE,WEEE - Small Domestic App,2,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Small Domestic App,2,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Small Domestic App,2,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,grey bin,recycling site,urban £,0.0
WEEE,WEEE - Cathode Ray Tubes,1,grey bin,recycling site,urban ££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,grey bin,recycling site,urban £££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,grey bin,recycling site,rural £/££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,grey bin,recycling site,rural £££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Cathode Ray Tubes,1,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Cathode Ray Tubes,1,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,grey bin,recycling site,urban £,0.0
WEEE,WEEE - Cathode Ray Tubes,2,grey bin,recycling site,urban ££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,grey bin,recycling site,urban £££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,grey bin,recycling site,rural £/££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,grey bin,recycling site,rural £££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Cathode Ray Tubes,2,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Cathode Ray Tubes,2,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Fridges & Freezers,1,grey bin,recycling site,urban £,0.0
WEEE,WEEE - Fridges & Freezers,1,grey bin,recycling site,urban ££,0.0
WEEE,WEEE - Fridges & Freezers,1,grey bin,recycling site,urban £££,0.0
WEEE,WEEE - Fridges & Freezers,1,grey bin,recycling site,rural £/££,0.0
WEEE,WEEE - Fridges & Freezers,1,grey bin,recycling site,rural £££,0.0
WEEE,WEEE - Fridges & Freezers,1,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Fridges & Freezers,1,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Fridges & Freezers,1,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Fridges & Freezers,1,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Fridges & Freezers,1,recycling bin,recycling site,rural £££,0.0
WEEE,WEEE - Fridges & Freezers,2,grey bin,recycling site,urban £,0.0
WEEE,WEEE - Fridges & Freezers,2,grey bin,recycling site,urban ££,0.0
WEEE,WEEE - Fridges & Freezers,2,grey bin,recycling site,urban £££,0.0
WEEE,WEEE - Fridges & Freezers,2,grey bin,recycling site,rural £/££,0.0
WEEE,WEEE - Fridges & Freezers,2,grey bin,recycling site,rural £££,0.0
WEEE,WEEE - Fridges & Freezers,2,recycling bin,recycling site,urban £,0.0
WEEE,WEEE - Fridges & Freezers,2,recycling bin,recycling site,urban ££,0.0
WEEE,WEEE - Fridges & Freezers,2,recycling bin,recycling site,urban £££,0.0
WEEE,WEEE - Fridges & Freezers,2,recycling bin,recycling site,rural £/££,0.0
WEEE,WEEE - Fridges & Freezers,2,recycling bin,recycling site,rural £££,0.0
Tyres,Tyres,1,grey bin,recycling site,urban £,0.0
Tyres,Tyres,1,grey bin,recycling site,urban ££,0.0
Tyres,Tyres,1,grey bin,recycling site,urban £££,0.0
Tyres,Tyres,1,grey bin,recycling site,rural £/££,0.0
Tyres,Tyres,1,grey bin,recycling site,rural £££,0.0
Tyres,Tyres,1,recycling bin,recycling site,urban £,0.0
Tyres,Tyres,1,recycling bin,recycling site,urban ££,0.0
Tyres,Tyres,1,recycling bin,recycling site,urban £££,0.0
Tyres,Tyres,1,recycling bin,recycling site,rural £/££,0.0
Tyres,Tyres,1,recycling bin,recycling site,rural £££,0.0
Tyres,Tyres,2,grey bin,recycling site,urban £,0.0
Tyres,Tyres,2,grey bin,recycling site,urban ££,0.0
Tyres,Tyres,2,grey bin,recycling site,urban £££,0.0
Tyres,Tyres,2,grey bin,recycling site,rural £/££,0.0
Tyres,Tyres,2,grey bin,recycling site,rural £££,0.0
Tyres,Tyres,2,recycling bin,recycling site,urban £,0.0
Tyres,Tyres,2,recycling bin,recycling site,urban ££,0.0
Tyres,Tyres,2,recycling bin,recycling site,urban £££,0.0
Tyres,Tyres,2,recycling bin,recycling site,rural £/££,0.0
Tyres,Tyres,2,recycling bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Soft furniture,1,grey bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Soft furniture,1,grey bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Soft furniture,1,grey bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Soft furniture,1,grey bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Soft furniture,1,grey bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Soft furniture,1,recycling bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Soft furniture,1,recycling bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Soft furniture,1,recycling bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Soft furniture,1,recycling bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Soft furniture,1,recycling bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Soft furniture,2,grey bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Soft furniture,2,grey bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Soft furniture,2,grey bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Soft furniture,2,grey bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Soft furniture,2,grey bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Soft furniture,2,recycling bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Soft furniture,2,recycling bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Soft furniture,2,recycling bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Soft furniture,2,recycling bin,recycling site,rural £/££,0.014285714285714285
"Miscellaneous 
combustible",Soft furniture,2,recycling bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,grey bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Wooden furniture,1,grey bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,grey bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,grey bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,grey bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,recycling bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Wooden furniture,1,recycling bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,recycling bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,recycling bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Wooden furniture,1,recycling bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,grey bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Wooden furniture,2,grey bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,grey bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,grey bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,grey bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,recycling bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Wooden furniture,2,recycling bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,recycling bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,recycling bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Wooden furniture,2,recycling bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Bric-a-brac,1,grey bin,recycling site,urban £,0.1
"Miscellaneous 
combustible",Bric-a-brac,1,grey bin,recycling site,urban ££,0.013513513513513514
"Miscellaneous 
combustible",Bric-a-brac,1,grey bin,recycling site,urban £££,0.03829787234042553
"Miscellaneous 
combustible",Bric-a-brac,1,grey bin,recycling site,rural £/££,0.06923076923076923
"Miscellaneous 
combustible",Bric-a-brac,1,grey bin,recycling site,rural £££,0.12156862745098039
"Miscellaneous 
combustible",Bric-a-brac,1,recycling bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Bric-a-brac,1,recycling bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Bric-a-brac,1,recycling bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Bric-a-brac,1,recycling bin,recycling site,rural £/££,0.0019230769230769232
"Miscellaneous 
combustible",Bric-a-brac,1,recycling bin,recycling site,rural £££,0.049019607843137254
"Miscellaneous 
combustible",Bric-a-brac,2,grey bin,recycling site,urban £,0.05918367346938775
"Miscellaneous 
combustible",Bric-a-brac,2,grey bin,recycling site,urban ££,0.005263157894736842
"Miscellaneous 
combustible",Bric-a-brac,2,grey bin,recycling site,urban £££,0.022000000000000002
"Miscellaneous 
combustible",Bric-a-brac,2,grey bin,recycling site,rural £/££,0.08163265306122448
"Miscellaneous 
combustible",Bric-a-brac,2,grey bin,recycling site,rural £££,0.05714285714285714
"Miscellaneous 
combustible",Bric-a-brac,2,recycling bin,recycling site,urban £,0.0
"Miscellaneous 
combustible",Bric-a-brac,2,recycling bin,recycling site,urban ££,0.0
"Miscellaneous 
combustible",Bric-a-brac,2,recycling bin,recycling site,urban £££,0.0
"Miscellaneous 
combustible",Bric-a-brac,2,recycling bin,recycling site,rural £/££,0.0
"Miscellaneous 
combustible",Bric-a-brac,2,recycling bin,recycling site,rural £££,0.0
"Miscellaneous 
combustible",Mattresses,1,grey bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Mattresses,1,grey bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Mattresses,1,grey bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Mattresses,1,grey bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Mattresses,1,grey bin,grey bin,rural £££,0.0
"Miscellaneous 
combustible",Mattresses,1,recycling bin,grey bin,urban £,0.0
"Miscellaneous 
combustible",Mattresses,1,recycling bin,grey bin,urban ££,0.0
"Miscellaneous 
combustible",Mattresses,1,recycling bin,grey bin,urban £££,0.0
"Miscellaneous 
combustible",Mattresses,1,recycling bin,grey bin,rural £/££,0.0
"Miscellaneous 
combustible",Mattresses,1,recycling bin,grey bin,rural £££,0.0
